CustomerID,TotalRevenue,TotalOrders,TotalItems,AvgOrderValue,FirstPurchase,LastPurchase,CustomerLifespanDays,RevenueBracket,FreqBracket
12412,1226.88,3,829,20.112786885245903,2011-06-23 13:51:00,2011-09-26 10:16:00,94,£1k-5k,3-4 orders
12413,758.1,3,286,19.95,2011-01-06 16:12:00,2011-10-04 09:00:00,270,£500-1k,3-4 orders
12414,562.41,3,300,31.244999999999997,2011-02-02 14:51:00,2011-05-06 14:51:00,93,£500-1k,3-4 orders
12415,124914.53,21,77374,174.95032212885152,2011-01-06 11:12:00,2011-11-15 14:22:00,313,£10k+,20+ orders
12417,3649.1,9,1552,19.005729166666665,2010-12-17 11:51:00,2011-12-06 14:52:00,354,£1k-5k,5-9 orders
12418,668.58,1,407,19.664117647058823,2011-08-19 11:08:00,2011-08-19 11:08:00,0,£500-1k,1 order
12420,600.39,1,345,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,0,£500-1k,1 order
12421,807.04,4,484,17.93422222222222,2011-01-24 15:09:00,2011-11-24 09:07:00,303,£500-1k,3-4 orders
12422,803.5600000000001,3,370,20.604102564102565,2011-01-19 09:13:00,2011-09-05 09:48:00,229,£500-1k,3-4 orders
12423,1859.31,8,1339,14.87448,2010-12-21 10:54:00,2011-12-09 10:10:00,352,£1k-5k,5-9 orders
12424,1760.96,2,740,58.69866666666667,2011-06-30 12:06:00,2011-06-30 12:06:00,0,£1k-5k,2 orders
12425,777.2,1,496,21.58888888888889,2011-09-22 17:31:00,2011-09-22 17:31:00,0,£500-1k,1 order
12426,582.73,1,258,19.424333333333333,2011-05-29 12:26:00,2011-05-29 12:26:00,0,£500-1k,1 order
12427,825.8,3,533,26.638709677419353,2010-12-03 10:44:00,2011-11-18 08:56:00,349,£500-1k,3-4 orders
12428,7956.46,9,3536,27.062789115646257,2011-03-01 09:33:00,2011-11-14 08:22:00,257,£5k-10k,5-9 orders
12429,3750.4,4,1557,38.66391752577319,2010-12-09 12:05:00,2011-11-30 17:22:00,356,£1k-5k,3-4 orders
12430,256.4,1,117,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,0,£100-500,1 order
12431,6487.45,15,2906,27.606170212765957,2010-12-01 10:03:00,2011-11-04 11:55:00,338,£5k-10k,10-19 orders
12432,5059.32,5,1801,46.845555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,129,£5k-10k,5-9 orders
12433,13375.87,7,11071,31.847309523809525,2010-12-01 13:24:00,2011-12-09 10:02:00,372,£10k+,5-9 orders
12434,806.14,2,394,16.122799999999998,2011-03-24 13:05:00,2011-09-16 12:38:00,175,£500-1k,2 orders
12435,7829.89,2,2055,217.49694444444447,2011-03-17 07:40:00,2011-09-21 09:06:00,188,£5k-10k,2 orders
12436,509.01,1,211,31.813125,2011-09-01 12:09:00,2011-09-01 12:09:00,0,£500-1k,1 order
12437,4951.41,18,2922,24.88145728643216,2011-01-12 14:13:00,2011-12-08 11:35:00,329,£1k-5k,10-19 orders
12438,2906.85,2,1180,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,125,£1k-5k,2 orders
12441,173.55,1,121,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,0,£100-500,1 order
12442,172.06,1,182,14.338333333333333,2011-12-06 14:22:00,2011-12-06 14:22:00,0,£100-500,1 order
12444,5005.46,5,1153,28.440113636363638,2011-06-21 14:00:00,2011-11-18 13:23:00,149,£5k-10k,5-9 orders
12445,133.4,1,62,33.35,2011-11-17 18:43:00,2011-11-17 18:43:00,0,£100-500,1 order
12446,1002.3100000000001,1,351,17.584385964912283,2011-10-13 12:50:00,2011-10-13 12:50:00,0,£1k-5k,1 order
12447,476.49,1,190,18.326538461538462,2011-04-10 13:25:00,2011-04-10 13:25:00,0,£100-500,1 order
12448,449.45,1,243,20.429545454545455,2011-10-26 13:46:00,2011-10-26 13:46:00,0,£100-500,1 order
12449,4067.29,4,1553,21.294712041884818,2011-06-05 15:37:00,2011-11-17 13:46:00,164,£1k-5k,3-4 orders
12450,197.88,2,128,24.735,2011-06-19 14:36:00,2011-07-06 14:41:00,17,£100-500,2 orders
12451,9035.52,5,6575,25.524067796610172,2011-01-19 09:05:00,2011-11-29 08:40:00,313,£5k-10k,5-9 orders
12452,430.57,2,185,19.571363636363635,2011-11-23 08:05:00,2011-11-23 10:28:00,0,£100-500,2 orders
12453,707.09,1,473,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,0,£500-1k,1 order
12454,3528.34,1,1006,235.22266666666667,2011-10-14 17:13:00,2011-10-14 17:13:00,0,£1k-5k,1 order
12455,2466.86,6,2089,27.409555555555556,2011-02-16 09:56:00,2011-09-27 15:31:00,223,£1k-5k,5-9 orders
12456,3181.04,3,1633,25.44832,2011-03-30 09:12:00,2011-10-26 14:41:00,210,£1k-5k,3-4 orders
12457,2363.23,7,843,38.11661290322581,2011-04-14 18:57:00,2011-10-04 13:13:00,172,£1k-5k,5-9 orders
12458,947.4,2,506,24.931578947368422,2011-02-28 10:55:00,2011-09-29 15:25:00,213,£500-1k,2 orders
12461,826.88,2,287,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,60,£500-1k,2 orders
12462,1189.59,2,536,19.186935483870965,2011-02-09 14:44:00,2011-11-21 09:11:00,284,£1k-5k,2 orders
12463,1344.78,4,776,16.202168674698793,2011-04-12 12:47:00,2011-10-17 13:44:00,188,£1k-5k,3-4 orders
12464,1212.05,8,112,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,299,£1k-5k,5-9 orders
12465,742.1899999999999,2,479,15.79127659574468,2011-06-23 13:37:00,2011-11-22 16:34:00,152,£500-1k,2 orders
12468,729.5400000000001,2,366,19.19842105263158,2011-01-27 13:29:00,2011-06-05 11:36:00,128,£500-1k,2 orders
12471,19824.05,30,8212,43.09576086956522,2010-12-10 09:35:00,2011-12-07 15:43:00,362,£10k+,20+ orders
12472,6572.11,7,4148,19.386755162241887,2010-12-05 14:19:00,2011-11-07 14:01:00,336,£5k-10k,5-9 orders
12473,3938.5499999999997,5,2439,23.443749999999998,2011-06-01 10:15:00,2011-11-10 13:46:00,162,£1k-5k,5-9 orders
12474,7375.79,18,4847,17.395731132075472,2011-01-14 10:06:00,2011-11-22 14:39:00,312,£5k-10k,10-19 orders
12475,723.38,1,535,20.093888888888888,2011-10-17 10:10:00,2011-10-17 10:10:00,0,£500-1k,1 order
12476,6816.42,11,2408,29.255021459227468,2010-12-13 14:39:00,2011-11-24 12:40:00,345,£5k-10k,10-19 orders
12477,13219.74,6,3653,44.065799999999996,2011-02-11 12:45:00,2011-11-17 09:51:00,278,£10k+,5-9 orders
12478,680.99,1,236,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,0,£500-1k,1 order
12479,527.2,1,385,17.006451612903227,2011-11-28 13:26:00,2011-11-28 13:26:00,0,£500-1k,1 order
12480,3281.63,4,1707,21.309285714285714,2011-01-07 15:27:00,2011-11-11 14:52:00,307,£1k-5k,3-4 orders
12481,5596.32,10,3304,25.789493087557602,2010-12-09 10:13:00,2011-11-17 08:29:00,342,£5k-10k,10-19 orders
12483,2484.98,8,1110,33.133066666666664,2011-01-04 14:20:00,2011-11-22 17:02:00,322,£1k-5k,5-9 orders
12484,4541.72,6,2191,13.126358381502891,2011-01-07 14:04:00,2011-11-07 11:37:00,303,£1k-5k,5-9 orders
12488,1298.66,3,529,23.612000000000002,2011-09-25 10:34:00,2011-11-30 08:50:00,65,£1k-5k,3-4 orders
12489,334.93,1,105,22.328666666666667,2011-01-07 13:13:00,2011-01-07 13:13:00,0,£100-500,1 order
12490,5417.93,10,3064,22.114,2011-01-14 09:13:00,2011-12-04 16:07:00,324,£5k-10k,10-19 orders
12491,460.40000000000003,1,260,17.70769230769231,2011-11-01 12:18:00,2011-11-01 12:18:00,0,£100-500,1 order
12492,263.21000000000004,2,192,13.160500000000003,2011-08-26 14:51:00,2011-10-07 15:15:00,42,£100-500,2 orders
12493,433.74,2,207,19.715454545454545,2011-05-26 14:53:00,2011-06-27 10:17:00,31,£100-500,2 orders
12494,1246.1000000000001,7,707,16.183116883116885,2010-12-09 11:31:00,2011-11-24 09:34:00,349,£1k-5k,5-9 orders
12497,1043.1,1,1236,74.50714285714285,2011-09-19 12:29:00,2011-09-19 12:29:00,0,£1k-5k,1 order
12498,403.70000000000005,3,159,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,36,£100-500,3-4 orders
12500,4257.82,11,2678,69.80032786885245,2011-01-10 09:48:00,2011-11-16 16:20:00,310,£1k-5k,10-19 orders
12501,2169.39,1,1783,14.559664429530201,2011-01-07 12:28:00,2011-01-07 12:28:00,0,£1k-5k,1 order
12502,3723.87,5,820,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,214,£1k-5k,5-9 orders
12504,482.04999999999995,2,90,53.5611111111111,2011-11-09 14:56:00,2011-11-21 16:02:00,12,£100-500,2 orders
12506,73.5,1,23,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,0,£0-100,1 order
12507,1304.81,3,894,62.13380952380952,2011-02-14 09:24:00,2011-07-28 17:09:00,164,£1k-5k,3-4 orders
12508,398.27,2,272,5.772028985507246,2011-11-10 16:27:00,2011-11-13 15:37:00,2,£100-500,2 orders
12509,176.5,1,55,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,0,£100-500,1 order
12510,982.5699999999999,2,353,29.774848484848484,2011-01-18 14:04:00,2011-07-20 10:15:00,182,£500-1k,2 orders
12512,138.03,2,99,4.059705882352941,2011-10-04 14:53:00,2011-10-04 14:55:00,0,£100-500,2 orders
12513,612.29,1,462,17.494,2011-08-19 10:51:00,2011-08-19 10:51:00,0,£500-1k,1 order
12514,1017.68,1,440,19.954509803921567,2011-03-17 16:38:00,2011-03-17 16:38:00,0,£1k-5k,1 order
12515,383.7,1,131,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,0,£100-500,1 order
12516,1312.06,2,875,50.46384615384615,2011-06-12 11:37:00,2011-09-23 09:13:00,102,£1k-5k,2 orders
12517,2502.84,5,1371,8.812816901408452,2011-06-02 15:13:00,2011-11-11 14:04:00,161,£1k-5k,5-9 orders
12518,2056.89,5,1318,16.58782258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,109,£1k-5k,5-9 orders
12519,340.84,1,183,18.935555555555553,2011-10-07 09:26:00,2011-10-07 09:26:00,0,£100-500,1 order
12520,2634.26,5,1439,17.330657894736845,2011-03-11 11:35:00,2011-09-21 15:23:00,194,£1k-5k,5-9 orders
12521,599.68,1,309,15.781052631578946,2011-07-20 10:51:00,2011-07-20 10:51:00,0,£500-1k,1 order
12522,192.72,2,194,16.06,2011-10-19 14:41:00,2011-10-31 15:30:00,12,£100-500,2 orders
12523,1789.77,11,865,16.884622641509434,2011-01-12 09:43:00,2011-11-20 12:55:00,312,£1k-5k,10-19 orders
12524,4485.72,8,3699,31.150833333333335,2011-01-10 10:35:00,2011-11-30 15:31:00,324,£1k-5k,5-9 orders
12526,1316.66,3,632,18.54450704225352,2011-09-06 14:19:00,2011-12-09 12:09:00,93,£1k-5k,3-4 orders
12527,348.71000000000004,3,234,19.37277777777778,2011-01-18 12:05:00,2011-09-19 11:55:00,243,£100-500,3-4 orders
12528,1933.48,6,756,21.01608695652174,2011-01-31 09:05:00,2011-11-30 14:40:00,303,£1k-5k,5-9 orders
12530,1662.28,4,913,25.186060606060607,2011-01-07 10:04:00,2011-10-11 12:34:00,277,£1k-5k,3-4 orders
12531,125.22,1,45,7.365882352941177,2011-11-25 11:12:00,2011-11-25 11:12:00,0,£100-500,1 order
12532,349.83000000000004,1,153,21.864375000000003,2011-11-09 13:47:00,2011-11-09 13:47:00,0,£100-500,1 order
12534,1089.18,1,651,17.28857142857143,2011-08-01 10:26:00,2011-08-01 10:26:00,0,£1k-5k,1 order
12535,716.35,2,219,21.069117647058825,2011-06-06 12:47:00,2011-09-09 08:48:00,94,£500-1k,2 orders
12536,12601.830000000002,3,2803,48.282873563218395,2011-10-11 14:52:00,2011-10-27 14:20:00,15,£10k+,3-4 orders
12538,363.95,1,191,17.33095238095238,2011-11-10 17:16:00,2011-11-10 17:16:00,0,£100-500,1 order
12539,5568.35,4,2067,20.396886446886448,2011-01-10 09:11:00,2011-11-17 13:30:00,311,£5k-10k,3-4 orders
12540,13400.24,17,6685,28.03397489539749,2010-12-13 09:39:00,2011-11-20 11:31:00,342,£10k+,10-19 orders
12541,981.18,3,680,18.868846153846153,2011-03-04 09:32:00,2011-11-10 10:40:00,251,£500-1k,3-4 orders
12544,372.7,1,136,19.61578947368421,2011-11-03 16:15:00,2011-11-03 16:15:00,0,£100-500,1 order
12545,1000.39,2,523,20.0078,2011-03-25 12:04:00,2011-09-25 13:39:00,184,£1k-5k,2 orders
12546,1161.5,2,633,16.833333333333332,2011-09-23 09:44:00,2011-10-24 12:09:00,31,£1k-5k,2 orders
12547,207.79999999999998,2,134,25.974999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,82,£100-500,2 orders
12548,95.19999999999999,1,49,19.04,2011-06-26 15:35:00,2011-06-26 15:35:00,0,£0-100,1 order
12550,964.83,1,569,16.92684210526316,2011-09-21 14:35:00,2011-09-21 14:35:00,0,£500-1k,1 order
12551,168.0,1,100,16.8,2010-12-17 11:23:00,2010-12-17 11:23:00,0,£100-500,1 order
12552,437.82,2,88,21.891,2011-10-31 12:11:00,2011-11-01 10:02:00,0,£100-500,2 orders
12553,3692.28,10,1965,19.33130890052356,2011-01-14 10:42:00,2011-12-01 16:38:00,321,£1k-5k,10-19 orders
12556,603.71,2,358,4.989338842975207,2011-07-11 13:35:00,2011-10-20 13:06:00,100,£500-1k,2 orders
12557,11990.960000000001,5,4384,363.36242424242425,2010-12-03 12:20:00,2011-11-23 16:59:00,355,£10k+,5-9 orders
12558,269.96,1,196,24.54181818181818,2011-12-02 10:41:00,2011-12-02 10:41:00,0,£100-500,1 order
12559,561.71,2,283,26.74809523809524,2011-01-24 10:12:00,2011-02-02 09:49:00,8,£500-1k,2 orders
12560,2134.01,3,1110,20.323904761904764,2011-07-19 15:55:00,2011-12-04 13:54:00,137,£1k-5k,3-4 orders
12561,238.85,1,177,14.928125,2011-02-10 11:39:00,2011-02-10 11:39:00,0,£100-500,1 order
12562,3781.7400000000002,7,1779,22.510357142857146,2011-05-25 12:44:00,2011-12-01 17:20:00,190,£1k-5k,5-9 orders
12564,456.9,1,133,21.757142857142856,2011-03-23 14:55:00,2011-03-23 14:55:00,0,£100-500,1 order
12565,145.92,1,80,16.21333333333333,2011-02-24 10:34:00,2011-02-24 10:34:00,0,£100-500,1 order
12566,351.65,1,265,18.507894736842104,2011-09-14 14:30:00,2011-09-14 14:30:00,0,£100-500,1 order
12567,9401.28,10,4305,21.079103139013455,2010-12-05 11:57:00,2011-11-17 11:02:00,346,£5k-10k,10-19 orders
12569,4124.69,32,1801,21.939840425531912,2011-04-01 13:47:00,2011-12-07 16:24:00,250,£1k-5k,20+ orders
12571,519.61,2,523,15.28264705882353,2011-08-10 12:35:00,2011-10-31 10:19:00,81,£500-1k,2 orders
12572,1020.42,2,452,17.006999999999998,2011-10-19 08:20:00,2011-12-01 09:20:00,43,£1k-5k,2 orders
12573,160.54000000000002,1,84,5.733571428571429,2011-04-26 15:52:00,2011-04-26 15:52:00,0,£100-500,1 order
12574,218.45,1,61,19.85909090909091,2011-01-28 09:20:00,2011-01-28 09:20:00,0,£100-500,1 order
12576,1315.83,5,967,14.952613636363635,2011-02-08 11:31:00,2011-11-04 10:11:00,268,£1k-5k,5-9 orders
12577,657.8,3,472,4.474829931972788,2010-12-15 16:21:00,2011-11-04 13:24:00,323,£500-1k,3-4 orders
12578,2794.51,2,1196,24.51324561403509,2011-01-13 15:34:00,2011-11-18 13:30:00,308,£1k-5k,2 orders
12579,440.42,1,285,15.18689655172414,2011-09-22 17:15:00,2011-09-22 17:15:00,0,£100-500,1 order
12580,415.7,1,238,17.320833333333333,2011-04-07 10:24:00,2011-04-07 10:24:00,0,£100-500,1 order
12581,197.71,1,161,13.180666666666667,2011-10-31 08:56:00,2011-10-31 08:56:00,0,£100-500,1 order
12582,511.36,2,300,23.243636363636366,2011-02-24 11:42:00,2011-04-15 08:45:00,49,£500-1k,2 orders
12583,7281.38,15,5060,29.47927125506073,2010-12-01 08:45:00,2011-12-07 08:07:00,370,£5k-10k,10-19 orders
12584,2338.15,9,416,24.355729166666666,2011-03-04 15:15:00,2011-12-06 09:35:00,276,£1k-5k,5-9 orders
12585,2040.1,2,1279,23.44942528735632,2010-12-23 12:58:00,2011-04-19 13:39:00,117,£1k-5k,2 orders
12586,196.94000000000003,1,79,17.903636363636366,2011-11-22 16:24:00,2011-11-22 16:24:00,0,£100-500,1 order
12587,144.0,1,51,36.0,2011-12-02 12:47:00,2011-12-02 12:47:00,0,£100-500,1 order
12588,214.89999999999998,1,53,21.49,2011-10-31 15:01:00,2011-10-31 15:01:00,0,£100-500,1 order
12589,646.68,2,306,18.47657142857143,2011-07-18 12:05:00,2011-11-11 10:19:00,115,£500-1k,2 orders
12590,9864.26,2,4283,145.06264705882353,2011-05-12 14:46:00,2011-05-12 14:52:00,0,£5k-10k,2 orders
12591,452.84999999999997,1,228,17.41730769230769,2011-01-26 14:35:00,2011-01-26 14:35:00,0,£100-500,1 order
12592,437.6,2,290,24.311111111111114,2011-05-10 13:44:00,2011-09-08 15:04:00,121,£100-500,2 orders
12593,418.09999999999997,3,206,19.909523809523808,2011-05-05 09:29:00,2011-08-23 12:43:00,110,£100-500,3-4 orders
12594,3338.2200000000003,10,1777,28.290000000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,285,£1k-5k,10-19 orders
12596,618.27,2,474,22.898888888888887,2011-04-11 13:22:00,2011-10-19 13:02:00,190,£500-1k,2 orders
12597,3811.22,4,2236,18.50106796116505,2011-03-16 14:00:00,2011-11-20 13:33:00,248,£1k-5k,3-4 orders
12598,3023.08,8,1964,22.902121212121212,2011-02-28 11:58:00,2011-11-30 12:18:00,275,£1k-5k,5-9 orders
12599,1032.58,7,956,16.654516129032256,2011-02-08 13:28:00,2011-11-10 13:34:00,275,£1k-5k,5-9 orders
12600,2599.04,10,774,40.61,2010-12-03 12:57:00,2011-11-11 10:29:00,342,£1k-5k,10-19 orders
12601,577.0600000000001,5,245,20.609285714285715,2011-01-11 10:38:00,2011-06-03 10:17:00,142,£500-1k,5-9 orders
12602,153.12,1,162,12.76,2011-10-12 11:22:00,2011-10-12 11:22:00,0,£100-500,1 order
12603,739.1999999999999,1,63,369.59999999999997,2011-11-18 10:42:00,2011-11-18 10:42:00,0,£500-1k,1 order
12604,254.18,2,201,15.88625,2011-03-23 12:06:00,2011-09-21 14:08:00,182,£100-500,2 orders
12607,1579.51,1,1228,15.63871287128713,2011-10-10 16:06:00,2011-10-10 16:06:00,0,£1k-5k,1 order
12609,1126.85,3,648,18.78083333333333,2011-01-25 15:13:00,2011-09-22 16:34:00,240,£1k-5k,3-4 orders
12610,2099.54,5,1049,19.80698113207547,2011-08-05 13:52:00,2011-11-17 09:34:00,103,£1k-5k,5-9 orders
12611,1193.32,1,846,18.35876923076923,2011-10-18 13:12:00,2011-10-18 13:12:00,0,£1k-5k,1 order
12612,704.0400000000001,1,262,37.054736842105264,2011-09-26 15:35:00,2011-09-26 15:35:00,0,£500-1k,1 order
12613,3344.38,5,1644,21.858692810457516,2011-03-22 15:42:00,2011-10-13 14:59:00,204,£1k-5k,5-9 orders
12614,315.6,1,76,15.780000000000001,2011-03-07 10:22:00,2011-03-07 10:22:00,0,£100-500,1 order
12615,2291.19,4,1376,21.820857142857143,2011-06-24 13:35:00,2011-12-07 15:02:00,166,£1k-5k,3-4 orders
12616,713.3,2,284,22.290625,2011-02-15 14:17:00,2011-09-05 15:17:00,202,£500-1k,2 orders
12617,355.53,1,213,8.465,2011-11-10 14:39:00,2011-11-10 14:39:00,0,£100-500,1 order
12618,177.31,1,96,16.11909090909091,2011-11-18 11:10:00,2011-11-18 11:10:00,0,£100-500,1 order
12619,3641.24,9,3378,40.45822222222222,2011-03-31 13:10:00,2011-11-23 14:52:00,237,£1k-5k,5-9 orders
12620,1339.41,3,1181,14.558804347826088,2011-05-19 12:10:00,2011-11-25 10:20:00,189,£1k-5k,3-4 orders
12621,13689.67,20,7440,29.31406852248394,2010-12-09 10:16:00,2011-12-08 11:25:00,364,£10k+,20+ orders
12622,180.1,1,69,16.37272727272727,2011-04-21 16:39:00,2011-04-21 16:39:00,0,£100-500,1 order
12623,305.1,1,191,16.950000000000003,2011-03-08 13:50:00,2011-03-08 13:50:00,0,£100-500,1 order
12624,641.13,2,355,16.87184210526316,2011-06-15 12:34:00,2011-08-25 15:04:00,71,£500-1k,2 orders
12625,2683.82,2,1612,31.207209302325584,2011-01-24 13:27:00,2011-05-12 09:54:00,107,£1k-5k,2 orders
12626,6620.48,9,3453,22.51863945578231,2011-01-17 11:01:00,2011-11-16 16:06:00,303,£5k-10k,5-9 orders
12627,4478.53,7,2752,19.47186956521739,2011-07-22 13:59:00,2011-11-29 12:07:00,129,£1k-5k,5-9 orders
12628,786.46,3,448,19.181951219512197,2011-10-06 09:28:00,2011-12-05 13:15:00,60,£500-1k,3-4 orders
12630,1270.88,2,548,19.8575,2011-10-27 10:41:00,2011-11-30 10:48:00,34,£1k-5k,2 orders
